match,p1_model,p2_model,winner,turns,p1_score,p2_score,p1_obj_count,p2_obj_count,p1_place,p2_place,p1_draw,p2_draw,p1_complete,p2_complete,p1_complete_scored,p2_complete_scored,p1_pts_series,p2_pts_series,p1_pts_parallel,p2_pts_parallel,p1_pts_mixed,p2_pts_mixed,p1_pts_bridge,p2_pts_bridge,p1_pts_cap,p2_pts_cap,p1_invalid,p2_invalid,p1_api_ok,p2_api_ok,p1_api_total,p2_api_total,p1_fallbacks,p2_fallbacks,p1_verify_fails,p2_verify_fails,voided,void_reason,elapsed
13,mixtral:latest,mixtral:latest,P2,13,65,110,2,3,6,9,10,6,2,3,2,3,0,0,0,0,0,0,0,0,65,110,0,0,0,0,0,0,2,4,0,0,0,,12.70644474029541
14,mixtral:latest,mixtral:latest,P1,13,115,100,3,3,8,9,7,6,3,3,3,3,0,0,0,0,0,0,0,0,115,100,0,0,0,0,0,0,4,4,0,0,0,,13.574162244796753
15,mixtral:latest,mixtral:latest,P1,13,135,30,4,1,8,4,2,13,4,1,4,1,0,0,0,0,0,0,0,0,135,30,0,0,0,0,0,0,4,1,0,0,0,,10.688868761062622
16,mixtral:latest,mixtral:latest,P2,13,65,70,2,2,6,6,10,10,2,2,2,2,0,0,0,0,0,0,0,0,65,70,0,0,0,0,0,0,2,2,0,0,0,,8.525698900222778
17,mixtral:latest,mixtral:latest,P1,13,35,30,1,1,4,4,13,13,1,1,1,1,0,0,0,0,0,0,0,0,35,30,0,0,0,0,0,0,1,1,0,0,0,,6.307222843170166
18,mixtral:latest,mixtral:latest,P1,13,105,30,3,1,8,4,7,13,3,1,3,1,0,0,0,0,0,0,0,0,105,30,0,0,0,0,0,0,3,1,0,0,0,,9.696253299713135
19,mixtral:latest,mixtral:latest,P1,13,145,30,4,1,10,4,4,13,4,1,4,1,0,0,0,0,0,0,0,0,145,30,0,0,0,0,0,0,5,1,0,0,0,,11.54417371749878
20,mixtral:latest,mixtral:latest,P1,13,105,30,3,1,8,4,7,13,3,1,3,1,0,0,0,0,0,0,0,0,105,30,0,0,0,0,0,0,4,1,0,0,0,,9.099181413650513
21,mixtral:latest,mixtral:latest,P2,13,30,100,1,3,4,8,13,7,1,3,1,3,0,0,0,0,0,0,0,0,30,100,0,0,0,0,0,0,1,3,0,0,0,,9.80767011642456
22,mixtral:latest,mixtral:latest,P2,13,115,140,3,4,9,8,6,0,3,4,3,4,0,0,0,0,0,0,0,0,115,140,0,0,0,0,0,0,4,4,0,0,0,,14.565243244171143
23,mixtral:latest,mixtral:latest,P1,13,70,60,2,2,6,6,10,10,2,2,2,2,0,0,0,0,0,0,0,0,70,60,0,0,0,0,0,0,2,2,0,0,0,,9.639084339141846
24,mixtral:latest,mixtral:latest,P1,13,65,60,2,2,6,6,10,10,2,2,2,2,0,0,0,0,0,0,0,0,65,60,0,0,0,0,0,0,2,2,0,0,0,,9.840969324111938
25,mixtral:latest,mixtral:latest,P1,13,140,110,4,3,8,9,0,6,4,3,4,3,0,0,0,0,0,0,0,0,140,110,0,0,0,0,0,0,4,4,0,0,0,,15.368451595306396
26,mixtral:latest,mixtral:latest,P2,13,65,115,2,3,6,9,10,6,2,3,2,3,0,0,0,0,0,0,0,0,65,115,0,0,0,0,0,0,2,3,0,0,0,,11.59017300605774
27,mixtral:latest,mixtral:latest,P1,13,95,30,3,1,8,4,7,13,3,1,3,1,0,0,0,0,0,0,0,0,95,30,0,0,0,0,0,0,3,1,0,0,0,,9.416458368301392
28,mixtral:latest,mixtral:latest,P1,13,145,35,4,1,9,4,0,13,4,1,4,1,0,0,0,0,0,0,0,0,145,35,0,0,0,0,0,0,5,1,0,0,0,,12.541180849075317
29,mixtral:latest,mixtral:latest,P2,13,115,135,3,4,9,8,6,1,3,4,3,4,0,0,0,0,0,0,0,0,115,135,0,0,0,0,0,0,4,3,0,0,0,,14.919384717941284
30,mixtral:latest,mixtral:latest,P1,13,100,65,3,2,8,6,7,10,3,2,3,2,0,0,0,0,0,0,0,0,100,65,0,0,0,0,0,0,3,2,0,0,0,,11.673502445220947
31,mixtral:latest,mixtral:latest,P2,13,70,140,2,4,6,9,10,1,2,4,2,4,0,0,0,0,0,0,0,0,70,140,0,0,0,0,0,0,2,4,0,0,0,,12.08757209777832
32,mixtral:latest,mixtral:latest,P1,13,115,100,3,3,9,9,6,6,3,3,3,3,0,0,0,0,0,0,0,0,115,100,0,0,0,0,0,0,4,4,0,0,0,,15.577350854873657
33,mixtral:latest,mixtral:latest,P1,13,140,115,4,3,9,9,5,6,4,3,4,3,0,0,0,0,0,0,0,0,140,115,0,0,0,0,0,0,4,4,0,0,0,,16.127565383911133
34,mixtral:latest,mixtral:latest,P1,13,150,60,4,2,9,6,5,10,4,2,4,2,0,0,0,0,0,0,0,0,150,60,0,0,0,0,0,0,4,1,0,0,0,,11.405684471130371
35,mixtral:latest,mixtral:latest,P1,13,60,35,2,1,6,4,10,13,2,1,2,1,0,0,0,0,0,0,0,0,60,35,0,0,0,0,0,0,2,1,0,0,0,,6.9049391746521
36,mixtral:latest,mixtral:latest,P2,13,100,110,3,3,8,9,7,6,3,3,3,3,0,0,0,0,0,0,0,0,100,110,0,0,0,0,0,0,3,4,0,0,0,,14.488112449645996
37,mixtral:latest,mixtral:latest,P1,13,65,30,2,1,6,4,10,13,2,1,2,1,0,0,0,0,0,0,0,0,65,30,0,0,0,0,0,0,2,1,0,0,0,,7.484180450439453
38,mixtral:latest,mixtral:latest,P1,13,115,65,3,2,9,6,6,10,3,2,3,2,0,0,0,0,0,0,0,0,115,65,0,0,0,0,0,0,4,2,0,0,0,,11.777936220169067
39,mixtral:latest,mixtral:latest,P1,13,150,100,4,3,10,9,2,6,4,3,4,3,0,0,0,0,0,0,0,0,150,100,0,0,0,0,0,0,4,4,0,0,0,,13.758700609207153
40,mixtral:latest,mixtral:latest,P1,13,100,30,3,1,8,4,7,13,3,1,3,1,0,0,0,0,0,0,0,0,100,30,0,0,0,0,0,0,3,1,0,0,0,,8.796308755874634
41,mixtral:latest,mixtral:latest,P1,13,145,35,4,1,9,4,1,13,4,1,4,1,0,0,0,0,0,0,0,0,145,35,0,0,0,0,0,0,5,1,0,0,0,,11.883194208145142
42,mixtral:latest,mixtral:latest,P2,13,65,155,2,4,6,10,10,2,2,4,2,4,0,0,0,0,0,0,0,0,65,155,0,0,0,0,0,0,2,3,0,0,0,,11.896354675292969
43,mixtral:latest,mixtral:latest,P1,13,105,30,3,1,8,4,7,13,3,1,3,1,0,0,0,0,0,0,0,0,105,30,0,0,0,0,0,0,3,1,0,0,0,,9.268169641494751
44,mixtral:latest,mixtral:latest,P1,13,70,65,2,2,6,6,10,10,2,2,2,2,0,0,0,0,0,0,0,0,70,65,0,0,0,0,0,0,1,2,0,0,0,,9.232741832733154
