match,p1_model,p2_model,winner,turns,p1_score,p2_score,p1_obj_count,p2_obj_count,p1_place,p2_place,p1_draw,p2_draw,p1_complete,p2_complete,p1_complete_scored,p2_complete_scored,p1_pts_series,p2_pts_series,p1_pts_parallel,p2_pts_parallel,p1_pts_mixed,p2_pts_mixed,p1_pts_bridge,p2_pts_bridge,p1_pts_cap,p2_pts_cap,p1_invalid,p2_invalid,p1_api_ok,p2_api_ok,p1_api_total,p2_api_total,p1_fallbacks,p2_fallbacks,p1_verify_fails,p2_verify_fails,voided,void_reason,elapsed
19,qwen3:32b,qwen3:32b,Draw,13,115,115,3,3,9,9,6,6,3,3,3,3,35,40,35,30,45,45,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,,40.76629662513733
20,qwen3:32b,qwen3:32b,P1,13,195,110,5,3,9,9,0,6,4,3,4,3,40,35,65,30,90,45,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,,45.85258173942566
21,qwen3:32b,qwen3:32b,P2,13,115,140,3,4,9,10,6,4,3,4,3,4,70,65,0,75,45,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,,40.77439260482788
22,qwen3:32b,qwen3:32b,P2,13,110,115,3,3,9,9,6,6,3,3,3,3,65,40,0,75,45,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,,40.76106905937195
23,qwen3:32b,qwen3:32b,P2,13,110,115,3,3,9,9,6,6,3,3,3,3,40,35,70,35,0,45,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,,40.7674605846405
24,qwen3:32b,qwen3:32b,P2,13,100,165,3,4,9,8,6,1,3,4,3,4,30,40,70,35,0,90,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,,45.86190319061279
25,qwen3:32b,qwen3:32b,P2,13,100,120,3,3,9,9,6,6,3,3,3,3,30,40,70,35,0,45,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,,40.776774883270264
26,qwen3:32b,qwen3:32b,P1,13,115,110,3,3,9,9,6,6,3,3,3,3,40,35,75,30,0,45,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,,40.80324673652649
27,qwen3:32b,qwen3:32b,P1,13,120,110,3,3,9,9,6,6,3,3,3,3,75,30,0,35,45,45,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,,40.774983644485474
28,qwen3:32b,qwen3:32b,P1,13,185,120,5,3,9,9,0,6,4,3,4,3,35,40,60,35,90,45,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,,45.872990131378174
29,qwen3:32b,qwen3:32b,P1,13,185,120,5,3,8,9,0,6,5,3,5,3,65,40,30,35,90,45,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,,45.920398473739624
30,qwen3:32b,qwen3:32b,P2,13,110,120,3,3,9,9,6,6,3,3,3,3,0,75,65,0,45,45,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,,40.759995460510254
31,qwen3:32b,qwen3:32b,Draw,13,115,115,3,3,9,9,6,6,3,3,3,3,35,40,35,30,45,45,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,,40.78433275222778
32,qwen3:32b,qwen3:32b,P1,13,165,105,4,3,10,9,2,6,4,3,4,3,75,0,0,105,90,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,,40.80254316329956
33,qwen3:32b,qwen3:32b,P2,13,105,195,3,5,9,9,6,0,3,4,3,4,0,105,105,0,0,90,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,,45.86104464530945
34,qwen3:32b,qwen3:32b,P2,13,120,185,3,5,9,9,6,0,3,4,3,4,75,30,0,65,45,90,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,,45.864218950271606
35,qwen3:32b,qwen3:32b,P2,13,115,160,3,4,9,10,6,3,3,4,3,4,40,35,30,35,45,90,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,,40.80887031555176
36,qwen3:32b,qwen3:32b,P1,13,120,105,3,3,9,9,6,6,3,3,3,3,40,65,35,40,45,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,,40.773951053619385
